#UniProt1	UniProt2	PubMedIDs	InteractionType	Directedness
Q95SW3	Q01083	22110040	Post-translational_modification	PPI_directed
D3DMK7	Q01083	22110040	Post-translational_modification	PPI_directed
P16554	Q8IMI5	23331499;16113648	Interaction_between_pathway_members	PPI_directed
Q24590	Q00805	22110040	Post-translational_modification	PPI_directed
D3PFF6	P29503	22110040	Post-translational_modification	PPI_directed
Q9W2S5	P04412	22110040	Post-translational_modification	PPI_directed
Q7JVF1	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q24324	Q01842	8722784;21071413	interaction_from_external_databases	PPI_undirected
A2VEV2	P04412	22110040	Post-translational_modification	PPI_directed
A4V2B8	P04412	22110040	Post-translational_modification	PPI_directed
P18824	O01368	17410209;21036869	interaction_from_external_databases	PPI_undirected
Q24279	P04412	22110040	Post-translational_modification	PPI_directed
P32866	Q08012	22110040	Post-translational_modification	PPI_directed
Q86B73	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q86BR9	P29503	22110040	Post-translational_modification	PPI_directed
Q4V560	Q00805	22110040	Post-translational_modification	PPI_directed
F6J8U9	Q00805	22110040	Post-translational_modification	PPI_directed
Q27393	Q08012	22110040	Post-translational_modification	PPI_directed
C7LAB4	Q01083	22110040	Post-translational_modification	PPI_directed
Q9VHF6	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q7PL71	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
P02574	Q00805	22110040	Post-translational_modification	PPI_directed
P39736	P28159	23331499;10713164	Interaction_between_pathway_members	PPI_directed
Q0KIF7	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q9VDW6	P04412	22110040	Post-translational_modification	PPI_directed
F0JAK9	Q08012	22110040	Post-translational_modification	PPI_directed
Q0KHR3	P04412	22110040	Post-translational_modification	PPI_directed
P42003	P07713	7705627;9502733;9521913;7768443;21036869;20965965;8681796;21071413	interaction_from_external_databases	PPI_undirected
O97143	Q9VVI3	22110040	Post-translational_modification	PPI_directed
E5KYS9	Q00805	22110040	Post-translational_modification	PPI_directed
B6UXN9	P04412	22110040	Post-translational_modification	PPI_directed
Q9W4S7	P16371	21036869;17898168;21071413	interaction_from_external_databases	PPI_undirected
Q94533	P29503	22110040	Post-translational_modification	PPI_directed
Q9UB78	Q01083	22110040	Post-translational_modification	PPI_directed
Q3ZAJ5	Q9VVI3	22110040	Post-translational_modification	PPI_directed
D1YSG7	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q08012	Q9VVI3	22110040	Post-translational_modification	PPI_directed
E1U3F9	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q9GSZ3	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q7KLE5	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q24339	Q01083	22110040	Post-translational_modification	PPI_directed
Q9VT57	P04412	22110040	Post-translational_modification	PPI_directed
Q7JPN8	Q00805	22110040	Post-translational_modification	PPI_directed
Q7M3J7	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
B6UW20	P04412	22110040	Post-translational_modification	PPI_directed
Q8T0Q5	Q9VVI3	22110040	Post-translational_modification	PPI_directed
P32392	Q01083	22110040	Post-translational_modification	PPI_directed
B6UVZ0	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q9VYP9	P04412	22110040	Post-translational_modification	PPI_directed
Q5LJP6	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q24324	P08646	8722784;11063697;8033205;21071413	interaction_from_external_databases	PPI_undirected
Q9VXG5	Q01083	22110040	Post-translational_modification	PPI_directed
P18537	P07207	10028968;21071413	interaction_from_external_databases	PPI_undirected
P07207	P23645	2338245;8406001;9367444;21071413	interaction_from_external_databases	PPI_undirected
Q7KV83	Q08012	22110040	Post-translational_modification	PPI_directed
P32023	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q86PA5	P04412	22110040	Post-translational_modification	PPI_directed
P18431	P91682	15803137;23331499	Interaction_between_pathway_members	PPI_directed
O01368	P91943	23331499;21036869;9774110	Interaction_between_pathway_members;Directed_protein-protein_interaction	PPI_directed;PPI_predicted_as_directed
Q7K012	P29503	22110040	Post-translational_modification	PPI_directed
C5WLP3	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q08012	P04412	22110040	Post-translational_modification	PPI_directed
P45890	Q00805	22110040	Post-translational_modification	PPI_directed
Q7JMV3	Q00805	22110040	Post-translational_modification	PPI_directed
A8JNM3	P18168	23331499;15930117	Interaction_between_pathway_members	PPI_directed
Q24151	Q08012	22110040	Post-translational_modification	PPI_directed
B6UW05	Q9VVI3	22110040	Post-translational_modification	PPI_directed
P45891	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q9VVQ1	Q01083	23331499;10652272	Interaction_between_pathway_members	PPI_directed
B4YWZ6	Q00805	22110040	Post-translational_modification	PPI_directed
Q01083	Q8T3J2	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
Q7YU60	Q08012	22110040	Post-translational_modification	PPI_directed
A4V3W1	P29503	22110040	Post-translational_modification	PPI_directed
O62527	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q32KG0	Q00805	22110040	Post-translational_modification	PPI_directed
B9EQT0	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q9VSU8	Q00805	22110040	Post-translational_modification	PPI_directed
E0R983	Q01083	22110040	Post-translational_modification	PPI_directed
Q9VVV9	P09615	11274052;10693810;21071413	interaction_from_external_databases	PPI_undirected
Q0E971	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q9VYD1	P04412	22110040	Post-translational_modification	PPI_directed
D3DMJ2	P04412	22110040	Post-translational_modification	PPI_directed
Q0KHV6	Q08012	22110040	Post-translational_modification	PPI_directed
Q95SJ7	Q02936	23331499;10433902	Interaction_between_pathway_members	PPI_directed
B7Z0W0	Q00805	22110040	Post-translational_modification	PPI_directed
P83098	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q1WWC9	Q00805	22110040	Post-translational_modification	PPI_directed
Q8T4D4	P04412	22110040	Post-translational_modification	PPI_directed
Q9VLT9	Q00805	22110040	Post-translational_modification	PPI_directed
Q0E981	P04412	22110040	Post-translational_modification	PPI_directed
C1C3H0	Q9VM64	22110040	Post-translational_modification	PPI_directed
B5RIT0	P29503	22110040	Post-translational_modification	PPI_directed
Q1EC27	P04412	22110040	Post-translational_modification	PPI_directed
Q960G5	Q01083	22110040	Post-translational_modification	PPI_directed
P09208	Q95V55	12893776;12908874;21036869	interaction_from_external_databases	PPI_undirected
P48609	Q08012	22110040	Post-translational_modification	PPI_directed
Q9VAH7	Q01083	22110040	Post-translational_modification	PPI_directed
Q24229	Q08012	22110040	Post-translational_modification	PPI_directed
Q9VL64	Q9VM64	22110040	Post-translational_modification	PPI_directed
